"The number of entries per field is limited to 10 for this overview. If you want the whole information you can use the API or the ""Download selection"" menu on the Webpage."

ID,designation_header,strain_number_header,is_type_strain_header,species,"Gram stain"
6681,R-34119,"DSM 21116, LMG 24285",1,"Liquorilactobacillus cacaonum",positive
6680,,"DSM 19910, BCRC 17811, JCM 15044, YIT 11306",1,"Liquorilactobacillus capillatus",positive
140356,MOZM2,"DSM 100239, CCM 8609, LMG 28780",1,"Limosilactobacillus caviae",positive
140403,2301,"DSM 100836, TUM BP 140423000-2250",1,"Levilactobacillus cerevisiae",positive
6677,142-2,"DSM 22408, CCUG 53626, CECT 7185, JCM 15609",1,"Ligilactobacillus ceti",positive
133069,111144-L1,"DSM 101872, KCTC 21086, L1",1,"Lactobacillus colini",positive
6668,,"DSM 18527, JCM 14202, NRIC 0689",1,"Agrilactobacillus composti",positive
6636,C-5-1,"DSM 17758, AS 1.5017, LMG 22739",1,"Lapidilactobacillus concavus",positive
134233,,"CCUG 53174, CIP 109613, LMG 23699",1,"Companilactobacillus crustorum",positive
133853,"CCTCC M 2011381","S1L19, JCM 18524",1,"Lentilactobacillus curieae",positive
140766,"VTT E-94560","JCM 31185",1,"Furfurilactobacillus curtus",positive
24135,ZN7a-9,"DSM 26046, CHCC13979, LMG 27067",1,"Lactobacillus delbrueckii subsp. jakobsenii",positive
6693,DI70,"DSM 19284, CIP 110162, JCM 14600",1,"Lactobacillus equicursoris",positive
6678,,"DSM 18793, JCM 14505, NRIC 0697",1,"Limosilactobacillus equigenerosi",positive
6682,R-34115,"DSM 21115, LMG 24284",1,"Lactiplantibacillus fabifermentans",positive
24137,"AFL 13-2","DSM 23956, CIP 110788, JCM 17300",1,"Ligilactobacillus faecis",positive
6643,,"DSM 18382, JCM 14108, NRIC 0676",1,"Lentilactobacillus farraginis",positive
6696,F9-1,"DSM 22689, JCM 16035, NRIC 0771",1,"Fructilactobacillus florum",positive
133700,,"JCM 17355, BCRC 80278, YM 0097",1,"Companilactobacillus futsaii",positive
6617,Kx156A7,"DSM 16045, CCUG 48454, LMG 22113, CIP 109873",1,"Limosilactobacillus gastricus",positive
6657,L489,"DSM 18630, CCUG 53453, CIP 109616, JCM 15611",1,"Liquorilactobacillus ghanensis",positive
6700,202,"DSM 23908, CRBIP 24.85, KCTC 21043",1,"Lactobacillus gigeriorum",positive
6624,LP38,"DSM 16381, CIP 108387, TMW 1.1236, CCUG 51325",1,"Levilactobacillus hammesii",positive
6675,,"DSM 18933, CIP 109885, JCM 14209, CCUG 56036, KBL 13",1,"Ligilactobacillus hayakitensis",positive
24136,S4-3,"DSM 28069, LMG 26166, NCIMB 14701",1,"Companilactobacillus heilongjiangensis",positive
24132,LOOC260,"DSM 26202, CIP 110792, JCM 18461, KCTC 21044",1,"Paucilactobacillus hokkaidonensis",positive
6705,61D,"DSM 23910, CRBIP 24.179, KCTC 21045",1,"Lactobacillus hominis",positive
6672,UCC128,"DSM 19519, CIP 109892, JCM 16179, LMG 24241",1,"Liquorilactobacillus hordei",positive
132362,TMW1.2011,"DSM 29801, CECT 8802",1,"Companilactobacillus insicii",positive
24134,IWT246,"DSM 26942, JCM 18838, KCTC 21046",1,"Loigolactobacillus iwatensis",positive
133267,,"Ru20-1, LMG 29008, NBRC 111239, PCU 346, TISTR 2381",1,"Fructilactobacillus ixorae",positive
6615,Kx127A2,"DSM 16043, CCUG 48459, CIP 109909, LMG 22115",1,"Lactobacillus kalixensis",positive
133577,,"KCTC 12976, JCM 15530, DCY 51",1,"Secundilactobacillus kimchicus",positive
23074,L133,"DSM 24716, JCM 17702, KACC 15533",1,"Companilactobacillus kimchiensis",positive
158793,"Hime 5-1","JCM 31635, DSM 103730",1,"Companilactobacillus metriopterae",positive
158413,Hlig3,"DSM 104126, NRRL B-65473",1,"Apilactobacillus micheneri",positive
24139,,"DSM 28402, 11050, CCUG 62991, LMG 27194, KCTC 21026",1,"Lactiplantibacillus mudanjiangensis",positive
141152,313,"NBRC 112868, BCRC 81020",1,"Companilactobacillus musae",positive
6667,,"DSM 19117, CCUG 52843, CIP 109498, LMG 23583, JCM 15612",1,"Levilactobacillus namurensis",positive
6628,LP33,"DSM 16982, CIP 108546, TMW 1.1265",1,"Companilactobacillus nantensis",positive
6703,"SU 18","DSM 26653, CGMCC 1.10801, JCM 17158",1,"Lacticaseibacillus nasuensis",positive
134061,11102,"LMG 27192, NCIMB 14833",1,"Paucilactobacillus nenjiangensis",positive
6674,"IZ4B, iz4b-1","DSM 19682, CIP 109958, JCM 14932, NBRC 107160",1,"Companilactobacillus nodensis",positive
6697,,"DSM 19909, BCRC 17810, JCM 15043, YIT 11304",0,"Secundilactobacillus odoratitofui",positive
6676,59b,"DSM 19972, CECT 7334",1,"Liquorilactobacillus oeni",positive
24133,,"DSM 26518, JCM 18671, KCTC 21047, SG 293",1,"Secundilactobacillus oryzae",positive
158390,Bb203,"DSM 102188, ACCC 19955",1,"Lactobacillus panisapium",positive
6596,LA2,"DSM 15502, JCM 11969",1,"Secundilactobacillus paracollinoides",positive
6644,,"DSM 18390, JCM 14109, NRIC 0677",1,"Lentilactobacillus parafarraginis",positive
159797,,"ATCC 4963, LMG 11478, NCFB 1375, KCTC 3172, NCIMB 8931, VPI 0334, JCM 5343",1,"Lactobacillus paragasseri",positive
6579,"203, Lb 203","DSM 19674, CECT 7310, JCM 16180",0,"Companilactobacillus bobalius",positive
6489,1517,"DSM 23907, CRBIP 24.76, KCTC 21048",1,"Lactobacillus pasteurii",positive
6695,"1.1424, TMW 1.1424","DSM 22467, JCM 18045, LMG 25291",1,"Levilactobacillus paucivorans",positive
140410,IWT25,"DSM 102974, JCM 31145",1,"Secundilactobacillus pentosiphilus",positive
24127,,"DSM 28122, E100301, KCTC 13174, NBRC 103219, RIFY 6501",1,"Ligilactobacillus pobuzihii",positive
159748,,"KCTC 21090, NBRC 112917, SG 816",1,"Lactobacillus porci",positive
24130,,"DSM 28071, CCUG 62266, LMG 26767, R-42633, KCTC 21027, JCM 19617",1,"Lacticaseibacillus porcinae",positive
158411,HV_6,"DSM 104127, NRRL B-65474",1,"Apilactobacillus quenuiae",positive
6601,CS1,"CCUG 52239, ATCC BAA 822, DSM 15814, CIP 109910, JCM 16176",1,"Furfurilactobacillus rossiae",positive
6612,GDA154,"DSM 16049, CCUG 48462, CIP 109907, LMG 22087",1,"Ligilactobacillus saerimneri",positive
6701,,"DSM 24301, JCM 17471, YIT 12363",1,"Lacticaseibacillus saniviri",positive
6621,,"DSM 16230, NRIC 0604, CCUG 52399, JCM 12392",1,"Liquorilactobacillus satsumensis",positive
6669,,"DSM 17896, CCUG 53218, TMW 1.1309, CIP 109557, JCM 15613",1,"Limosilactobacillus secaliphilus",positive
6702,,"DSM 24302, JCM 17472, YIT 12364",1,"Lentilactobacillus senioris",positive
6679,L13,"DSM 21775, NBRC 103853, TISTR 1847",1,"Levilactobacillus senmaizukei",positive
24131,LY-73,"DSM 28193, CCTCC M 2011481, KACC 16878",1,"Schleiferilactobacillus shenzhenensis",positive
140409,IWT5,"DSM 102973, JCM 31144",1,"Secundilactobacillus silagincola",positive
6694,M36,"DSM 23365, JCM 2765, LMG 23904, M36",1,"Secundilactobacillus similis",positive
24140,7-19,"KCTC 21025, DSM 28401, CCUG 62990, LMG 27191, NCIMB 14832",1,"Lacticaseibacillus songhuajiangensis",positive
6692,,"DSM 21376, JCM 15457, NRIC 0736",1,"Liquorilactobacillus sucicola",positive
6690,"FI RDI 006","DSM 21401, BCRC 17755, CIP 110030",1,"Lactobacillus taiwanensis",positive
159887,NIBRBAC000499792,"KCTC 21093, JCM 32269",1,"Companilactobacillus metriopterae",positive
158412,HV_12,"DSM 104128, NRRL B-65472",1,"Apilactobacillus timberlakei",positive
6619,Kx146C1,"DSM 16047, CCUG 48460, CIP 109908, JCM 16177, LMG 22117",1,"Lactobacillus ultunensis",positive
132356,WDC04,"DSM 29958, LMG 28678",1,"Paucilactobacillus wasatchensis",positive
23073,3.1.1,"DSM 27103, LMG 26013, NCIMB 14687",1,"Lactiplantibacillus xiangfangensis",positive
130365,THK-V8,"DSM 29216, JCM 18023, KACC 16236",1,"Levilactobacillus yonginensis",positive
6660,R-18615,"DSM 19395, CCM 7241, LMG 22198, R-18615, CCUG 50163",1,"Levilactobacillus zymae",positive
159832,SYF10-1a,"KACC 18726, NBRC 112011",1,"Lactobacilus nuruki",positive
14709,,"CIP 109874, DSM 22330, CCUG 55099, KCTC 13185, CAU 28",1,"Lactococcus chungangensis",positive
134042,516,"NBRC 109475, BCRC 80576",1,"Lactococcus formosensis",positive
132638,BSN307,"DSM 100577, KCTC 21083, MCC 2824",1,"Lactococcus garvieae subsp. bovis",positive
158748,159469,"LMG 30040, DSM 104842",1,"Lactococcus petauri",positive
158388,Rs-Y01,"DSM 105715, JCM 32106",1,"Lactococcus reticulitermitis",positive
133905,0905C15,"NBRC 109049, BCRC 80460",1,"Lactococcus taiwanensis",positive
158433,NtB2,"DSM 107259, JCM 32569",1,"Lactococcus termiticola",positive
132456,CT6,"DSM 100029, KCTC 42939, MCC 2711",1,"Lampropedia cohaerens",negative
6302,R-AC-013,"DSM 18607, KCTC 19200",1,"Lapillicoccus jejuensis",positive
133613,M2T2B15,"KACC 14040, NBRC 106324",1,"Larkinella bovis",negative
134165,,"NCIMB 14103, CCUG 55608, LMG 22510",1,"Larkinella insperata",negative
158687,15J6-3T6,"KCTC 42998, JCM 31989",1,"Larkinella knui",negative
140767,15J11-11,"KCTC 42996, JCM 31657",1,"Larkinella ripae",negative
141153,MIMbqt9,"MCCC 1K01309, KCTC 42800",1,"Larkinella soli",negative
132991,ST307,"DSM 22428, CGMCC 1.8902",1,"Larsenimonas suaedae",negative
132579,"CCF-01, X1036","DSM 45743, CCUG 66657, CC 2884",1,"Lawsonella clevelandensis",positive
157758,3BBH22,"DSM 106493, JCM 32166, KCTC 15743",1,"Lawsonibacter asaccharolyticus",positive
3812,4M15,"DSM 17132, KACC 11308",1,"Leadbetterella byssophila",negative
10422,,"DSM 16356, JCM 12420, PD Pd55",1,"Lebetimonas acidiphila",negative
158285,NEAU-A2,"DSM 104541, CGMCC 4.7405",1,"Lentzea rhizosphaerae",positive
10520,HW7,"DSM 17879, KCTC 12585",1,"Leeia oryzae",negative
134192,,"CECT 7118, CCUG 51940, MED 217",1,"Leeuwenhoekiella blandensis",negative
140891,G18,"CCTCC AB 2015204, KCTC 42729",1,"Leeuwenhoekiella nanhaiensis",negative
5603,,"DSM 19859, KCTC 22020, KMM 6264, LMG 24856",1,"Leeuwenhoekiella palythoae",negative
6787,H63,"DSM 25049, ATCC BAA 2315, JCM 17854",1,"Legionella cardiaca",negative
133640,,"ATCC 50991, LLAP 12",1,"Legionella drancourtii",negative
6773,W03-356,"CCUG 59858, DSM 19488, NCTC 13409",1,"Legionella dresdenensis",negative
6788,LegA,"DSM 24804, CSUR P146",1,"Legionella massiliensis",negative
133651,CDC-1796-JAP-E,"ATCC BAA 1557, JCM 15315",1,"Legionella nagasakiensis",negative
6776,"SG7 München","DSM 24999, R7",0,"Legionella pneumophila",negative
133211,,"LS-1, DSM 101682, CSUR P2101",1,"Legionella saoudiensis",negative
133759,IMVS-3376,"IMVS 3113, ATCC BAA 2169",1,"Legionella steelei",negative
6789,LegM,"DSM 24805, CSUR P145",1,"Legionella tunisiensis",negative
133477,SPC-20,"NCCB 100227, LMG 24541",1,"Leifsonia antarctica",positive
7343,,"DSM 19322, KCTC 19268, MSL 27",1,"Leifsonia bigeumensis",positive
133476,KFC-22,"NCCB 100216, LMG 24362",1,"Leifsonia kafniensis",positive
7346,TG-S248,"DSM 23871, JCM 15679, LMG 24767, TG-S248",1,"Leifsonia soli",positive
13670,R-26159,"DSM 24565, CCUG 55860, LMG 24366",1,"Leisingera aquimarina",negative
13734,,"DSM 24564, CCUG 55859, LMG 24369",1,"Leisingera caerulea",negative
13732,TF-218,"DSM 23529, JCM 13606, KCTC 12794",1,"Leisingera daeponensis",negative
13671,NH52F,"DSM 24252, CCTCC AB 208316, LMG 24841, MCCC 1A04178",1,"Sedimentitalea nanhaiensis",negative
158809,PFL01,"KCCM 43247, JCM 31901",1,"Lelliottia jeotgali",negative
1364,8-1,"DSM 18342, CGMCC 1.3702, CIP 109588",1,"Lentibacillus halodurans",positive
1362,PS11-2,"DSM 19123, CIP 109343, JCM 12149, PCU 240, PS11-2, TISTR 1549",1,"Lentibacillus halophilus",positive
1367,Grbi,"DSM 23924, JCM 15795, KCTC 13300",1,"Lentibacillus jeotgali",positive
134103,IS40-3,"JCM 12147, PCU 229, TISTR 1535, DSM 16577",1,"Lentibacillus juripiscarius",positive
1363,PN7-6,"DSM 19124, JCM 12580, PCU 259, PN7-6, TISTR 1551",1,"Lentibacillus kapialis",positive
1361,BH260,"DSM 16462, KCTC 3915",1,"Lentibacillus lacisalsi",positive
1368,Amb31,"DSM 22530, CCM 7683, CECT 7524, LMG 25304",1,"Lentibacillus persicus",positive
133029,WD4L-1,"DSM 101738, CGMCC 1.15454",1,"Lentibacillus populi",positive
1360,BH139,"DSM 16459, KCTC 3911",1,"Lentibacillus salarius",positive
1359,SF-20,"DSM 16425, CIP 107807, JCM 11462, KCCM 41560",1,"Lentibacillus salicampi",variable
1365,AHS-1,"DSM 21356, CCUG 54822, KCTC 13162",1,"Lentibacillus salinarum",positive
1366,BH113,"DSM 16817, KCTC 3936",1,"Lentibacillus salis",positive
140768,0W14,"KCTC 33835, MCCC 1H00171",1,"Lentibacillus sediminis",positive
140821,TBC1,"JCM 30898, DSM 100618",1,"Lentimicrobium saccharophilum",negative
133917,,"KCTC 23780, NBRC 108776, IMCC 11369",1,"Lentisphaera marina",negative
13305,C61,"DSM 45479, CGMCC 4.5536, NRRL B-24706",1,"Lentzea atacamensis",positive
140311,"SYSU K10001","DSM 103464, CGMCC 4.7367, KCTC 39804, NBRC 112394",1,"Lentzea cavernae",positive
13306,C68,"DSM 45480, CGMCC 4.5535, NRRL B-24707",1,"Lentzea deserti",positive
13304,Z6,"DSM 45099, CGMCC 4.3506, JCM 14205",1,"Lentzea fradiae",positive
24445,NJ2035,"DSM 45680, JCM 31207, KCTC 29057, NRRL B-24881",1,"Lentzea nigeriaca",positive
158291,"DHS C021","DSM 108672, CGMCC 4.7319, KCTC 39694",1,"Lentzea pudingi",positive
13307,C81,"DSM 45481, CGMCC 4.5537, NRRL B-24708",1,"Lentzea roselyniae",positive
158659,"NEAU-LZC 7","CCTCC AA 2017027, JCM 32384, DSM 105695",1,"Lentzea soli",positive
159642,"NEAU-LZS 42","DSM 105696, CGMCC 4.7428",1,"Lentzea terrae",positive
13303,R24,"DSM 45081, CGMCC 4.3525",1,"Lentzea xinjiangensis",positive
133450,YM3-301,"KCTC 221605, MBIC06275 5, NBRC 104141",1,"Leptobacterium flavescens",negative
503,YMTK-2,"DSM 16556, JCM 12579",1,"Leptolinea tardivitalis",negative
133935,79601,"ATCC, BAA-2439",1,"Leptospira alstonii",negative
23076,Eri-1,"DSM 26084, JCM 18486",1,"Leptospira idonii",negative
6807,"Hualin, LT 11-33","DSM 21521, ATCC 700639",1,"Leptospira terpstrae",negative
133936,"WaZ Holland","ATCC 700522",1,"Leptospira vanthielii",negative
6808,Saopaulo,"DSM 21522, ATCC 700523",1,"Leptospira yanagawae",negative
17864,"LB 57","DSM 19756, CCUG 32286, CIP 107915",1,"Pseudoleptotrichia goodfellowii",negative
17865,"L48, LB 23","DSM 21651, CCUG 47504, CIP 107917",1,"Leptotrichia hofstadii",negative
17866,"LB 37","DSM 19757, CCUG 47503, CIP 107916",1,"Leptotrichia shahii",negative
17867,"LB 16","DSM 19758, CCUG 47505, CIP 107918",1,"Leptotrichia wadei",negative
7358,"Sj 10","DSM 22806, CCM 7705, CCUG 58488",1,"Leucobacter aerolatus",positive
7349,,"DSM 17379, IAM 14851, TISTR 1515, F-8, CCUG 50213",1,"Leucobacter albus",positive
7355,MM2LB,"DSM 19883, LMG 24399",1,"Leucobacter chironomi",positive
140645,2C-7,"CFCC 11901, KCTC 39643",1,"Leucobacter corticis",positive
132479,T14,"DSM 28968, JCM 30245",1,"Leucobacter holotrichiae",positive
7351,40,"DSM 17402, CIP 108831",1,"Leucobacter iarius",positive
140839,06C10-3-11,"CFCC 12199, KCTC 39685",1,"Leucobacter populi",positive
140342,A2,"DSM 104477, JCM 19316, KACC 17571",1,"Leucobacter ruminantium",positive
132119,M1-8,"DSM 103340, JCM 16362, KACC 21127",1,"Leucobacter salsicius",positive
7354,"K 70/01","DSM 19811, LMG 24388",1,"Leucobacter tardus",positive
158382,JW-1,"DSM 105188, LMG 30083",1,"Leucobacter triazinivorans",positive
7391,S27,"DSM 20621, CCM 8762",1,"Leucobacter weissii",positive
6839,,"DSM 21478, CCUG 54536, LMG 23990",1,"Leuconostoc holzapfelii",positive
140557,DRC1506,"JCM 31787, KCCM 43249",1,"Leuconostoc mesenteroides subsp. jonggajibkimchii",positive
6841,M2,"DSM 25624, JCM 17445, KACC 15353",1,"Leuconostoc miyukkimchii",positive
6840,"TMW 2.694","DSM 21144, LMG 24510",1,"Leuconostoc palmae",positive
6842,535,"DSM 20241, ATCC 9135, CCM 1851, CIP 110051, LMG 8159, NCDO 522, NCIMB 6992, WDCM 00108, CCUG 1521",1,"Leuconostoc suionicum",positive
159811,,"KACC 18010, NBRC 110382, IMCC 9719",1,"Leucothrix arctica",negative
504,KIBI-1,"DSM 16555, JCM 12578",1,"Levilinea saccharolytica",negative
14049,SST-19,"DSM 24740, JBRI 2009, JCM 14216, KCTC 12774",1,"Lewinella agarilytica",negative
133425,,"KCCM 42688, NBRC 103142, IMCC 3223, DSM 105096",1,"Lewinella antarctica",negative
133002,HDW-36,"DSM 105137, CECT 8901, HDW-36, KCTC 42719",1,"Lewinella aquimaris",negative
14046,II-2,"DSM 23179, ATCC 23123, NBRC 102661, NCIMB 12855",1,"Lewinella cohaerens",negative
140717,,"KCTC 42187, CECT 8679, HME 9359",1,"Lewinella lacunae",negative
132094,,"DSM 102254, FYK2402M69, NBRC 102634, NCIMB 14313",1,"Lewinella lutea",negative
132093,MKG-38,"DSM 104084, NBRC 102633, NCIMB 14312",1,"Lewinella marina",negative
140713,,"KACC 17619, CECT 8419, HME 9321",1,"Lewinella maritima",negative
24013,,"DSM 26026, KCTC 22132, MBIC 08286, YM11-185",1,"Limibacter armeniacum",negative
140769,,"KCTC 52187, NBRC 112522, DSM 108279, CAU 1123",1,"Limibaculum halophilum",negative
130608,LL-001,"DSM 29954, CECT 8072, JCM 18161",1,"Limimaricola cinnabarinus",negative
13675,UST950701-009P,"DSM 17492, JCM 12479, NRRL B-41039",1,"Limimaricola hongkongensis",negative
13678,JJM85,"DSM 21424, KCTC 22372",1,"Limimaricola pyoseonensis",negative
24534,Ia16,"DSM 25584, IBRC-M 10018",1,"Limimonas halophila",negative
133611,KP1-19,"LMG 24869, NBRC 105857, CIP 109929",1,"Limnobacter litoralis",negative
2055,CS-K2,"DSM 13612, CIP 107302, LMG 19593",1,"Limnobacter thiooxidans",negative
3034,II-B4,"DSM 21592, CIP 109845, CCUG 56787",1,"Limnohabitans parvus",negative
3035,II-D5,"CCUG 56788, DSM 21594, CIP 109844",1,"Limnohabitans planktonicus",negative
132632,,"DSM 102030, CGMCC 4.7224, EGI 80537",1,"Lipingzhangella halophila",positive
133499,H6,"CGMCC 1.7005, JCM 15141",1,"Lishizhenia tianjinensis",negative
158391,"CLIP 2016/00682","DSM 105474, CIP 111400, ES106",1,"Listeria costaricensis",positive
158422,ILCC801,"DSM 29886, 88L, KCTC 33909, MCC 3285, LCC 801",1,"Listeria goaensis",positive
6880,"FSL S4-120","DSM 23813, ATCC BAA 1595, BEIR NR 9579, CCUG 56148",1,"Listeria marthii",positive
6881,"Allerberger 700284/02, CLIP 2007/00563","DSM 22097, CIP 109804, CCUG 59857",1,"Listeria rocourtiae",positive
23078,,"DSM 24698, LMG 26374, WS 4560",1,"Listeria weihenstephanensis",positive
23240,,"DSM 26922, JCM 16493, NRIC 0773, KMM 3851",1,"Litoreibacter albidus",negative
13858,GA2-M15,"DSM 19593, KACC 12675",1,"Litoreibacter arenae",negative
130644,P-MA1-7,"DSM 29467, CCUG 63416, KCTC 32213",1,"Litoreibacter halocynthiae",negative
23241,,"DSM 26921, JCM 16492, NRIC 0772, KMM 3842",1,"Litoreibacter janthinus",negative
130643,MA1-1,"DSM 29466, CCUG 61486, KCTC 23699, KCTC 23699T",1,"Litoreibacter meonggei",negative
133992,JC166,"KCTC 32217, LMG 27256",1,"Litoribacter alkaliphilus",negative
133622,"YIM CH208","ACCC 05414, KCTC 22899",1,"Litoribacter ruber",negative
159713,"Eup a-2","BCRC 81004, LMG 29725, KCTC 52438",1,"Litoribrevibacter euphylliae",negative
134256,,"KCCM 42360, NBRC 102074, IMCC 1097",1,"Litoricola lipolytica",negative
133567,,"KCTC 22683, NBRC 105824, IMCC 2782",1,"Litoricola marina",negative
23349,,"DSM 25763, ATCC BAA 2444, PRI 4131",1,"Litorilinea aerophila",negative
158631,,"CCM 8709, CIP 111178, LMG 29765, MaA MAA42",1,"Litorimonas haliclonae",negative
133877,BB-MW24,"KCTC 32139, CCUG 62953",1,"Litorisediminicola beolgyonensis",negative
133224,,"YSM-17, KCTC 52249, NBRC 112330",1,"Litorisediminivivens gilvus",negative
159817,FSX-11,"JCM 32715, MCCC 1K03503",1,"Litorivita pollutaquae",negative
140770,OISW-6,"KCTC 52837, NBRC 112781",1,"Loktanella acticola",negative
132051,,"DSM 104149, CIP 107883, KMM 3788, R10SW5",1,"Loktanella agnita",negative
24491,IG8,"DSM 29326, IAM 15450, JCM 23210, NCIMB 14280",1,"Loktanella atrilutea",negative
13674,R-7670,"DSM 16213, LMG 22007",1,"Loktanella fryxellensis",negative
13672,R-8904,"DSM 16199, LMG 21507",1,"Loktanella salsilacus",negative
140500,WDS2C18,"KCTC 52045, MCCC 1H00132",1,"Longibacter salinarum",negative
132517,CB-286315,"DSM 29007, CECT 8660",1,"Longimicrobium terrae",negative
140771,BSker3,"JCM 31343, UNIQEM U1010",1,"Longimonas haloalkaliphila",negative
24460,,"DSM 46696, CGMCC 4.5737, NBRC 107726, TRM 46004",1,"Longimycelium tulufanense",positive
140772,NEAU-PCY-3,"CCTCC AA 2017017, DSM 105119",1,"Longispora urticae",positive
158778,X5,"CGMCC 4.7317, NBRC 112237",1,"Longivirga aurantiaca",negative
158749,R-43280,"LMG 26267, NCPPB 4481, CFCC 10822",1,"Lonsdalea britannica",negative
158750,R-44166,"LMG 26264, NCPPB 4490, CFCC 10824",1,"Lonsdalea iberica",negative
23013,NY060,"DSM 25466, NCAIM B 02483, CFCC 13125, LMG 27349",1,"Lonsdalea populi",negative
133254,,"JC344, KCTC 42988, LMG 29259",1,"Lunatimonas salinarum",negative
133459,CC-MHSW-2T,"KCTC 22538, JCM 15069",1,"Lutaonella thermophila",negative
17465,,"DSM 23190, CCM 7598, CCUG 25036",1,"Luteibacter anthropi",negative
17463,LJ96,"DSM 16549, ATCC BAA 1015, CCUG 50033",1,"Luteibacter rhizovicinus",negative
134069,CC-AMWY-103B,"JCM 18817, BCRC 80551",1,"Luteibaculum oceani",negative
17887,R19-04,"DSM 22413, NBRC 105647",1,"Luteimicrobium subarcticum",positive
17469,RIB1-20,"DSM 22088, BCRC 17731, LMG 24212",1,"Luteimonas aquatica",negative
141071,26-35,"KCTC 42824, CCTCC AB 2014326",1,"Luteimonas arsenica",negative
17467,CC-YY255,"CCUG 53282, DSM 19790, BCRC 17598, CCUG 53595, CIP 109311",1,"Luteimonas composti",negative
24674,Y4,"DSM 28068, CGMCC 1.10821, KCTC 23627",1,"Luteimonas cucumeris",negative
24675,HB2,"DSM 26429, CICC 11005s",1,"Luteimonas huabeiensis",negative
17470,FR1330,"DSM 22943, IMSNU 60306, JCM 12488, KCTC 12327",1,"Luteimonas marina",negative
140925,SYP-B804,"KCTC 42211, JCM 30329",1,"Luteimonas notoginsengisoli",negative
133046,"CDR SL 15","DSM 101536, KCTC 52403",1,"Luteimonas padinae",negative
140926,CC-VAM-7,"BCRC 80558, JCM 18792",1,"Luteimonas pelagia",negative
158652,43803,"CCTCC AB 2016261, KCTC 52585",1,"Luteimonas rhizosphaerae",negative
140846,THG-MD21,"KACC 18131, JCM 30122",1,"Luteimonas terrae",negative
17473,BZ92r,"DSM 22344, CGMCC 1.8985",1,"Luteimonas terricola",negative
130771,,"DSM 29392, JCM 18392, NRIC 0881, KMM 9005",1,"Luteimonas vadosa",negative
133519,MN07-A0370,"NBRC 105296, VTCC D9-09",1,"Luteipulveratus mongoliensis",positive
140275,HEG_-6_39,"DSM 100886, KCTC 52215",1,"Luteitalea pratensis",negative
133874,PIII.02,"ATCC BAA 2393, LMG 26723",1,"Luteivirga sdotyamensis",negative
134330,A5J-41-2,"KCTC 22040",1,"Luteolibacter algae",negative
133373,,"GKX, MCCC 1K03193, KCTC 52361",1,"Luteolibacter flavescens",negative
140773,CB-286403,"CECT 8659, DSM 28998",1,"Luteolibacter gellanilyticus",negative
133786,DR4-30,"CCTCC AB 2010415, NRRL B-59669",1,"Luteolibacter luojiensis",negative
134331,A4T-83,"KCTC 22041",1,"Luteolibacter pohnpeiensis",negative
133924,EBTL01,"KCTC 23678, JCM 18052",1,"Luteolibacter yonseiensis",negative
133694,MA-My1,"KCTC 23499, CCUG 60022",1,"Lutibacter aestuarii",negative
24048,KYW566,"DSM 29150, JCM 18281, KCTC 23842",1,"Lutibacter agarilyticus",negative
24047,,"DSM 27993, IMCC 1507, KACC 14312, NBRC 107589",1,"Lutibacter flavus",negative
134184,CL-TF09,"KCCM 42118, JCM 13034",1,"Lutibacter litoralis",negative
133362,OITF-20,"KCTC 52501, NBRC 112458",1,"Lutibacter litorisediminis",negative
5721,S7-2,"DSM 24450, CCUG 57524, KCTC 22635",1,"Lutibacter maritimus",negative
132984,LP1,"DSM 100437, JCM 30585",1,"Lutibacter profundi",negative
13878,AMV1,"DSM 22728, CCUG 58046, KCTC 22669, NBRC 105799",1,"Lutibaculum baratangense",negative
140510,SF-12,"KCTC 42911, MCCC 1K01154",1,"Lutimaribacter marinistellae",negative
130637,W11-2B,"DSM 29620, CCTCC AB 208224, LMG 24619, MCCC 1A01034",1,"Lutimaribacter pacificus",negative
24514,SMK-117,"DSM 28010, CCUG 55760, KCTC 22244",1,"Lutimaribacter saemankumensis",negative
132172,SMK-142,"DSM 103928, CCUG 55329, KCTC 22171",0,"Lutimonas saemankumensis",negative
134257,,"KCCM 42379, NBRC 102041, IMCC 1616",1,"Lutimonas vermicola",negative
2870,,"DSM 19022, NBRC 102133, EBR 46",1,"Lutispora thermophila",positive
133312,Y2A20,"CGMCC 1.15760, KCTC 33825",1,"Lysinibacillus alkalisoli",positive
1538,10a,"DSM 17140, ATCC BAA 1146, IAM 15262",1,"Lysinibacillus boronitolerans",positive
23760,FSt3A,"DSM 25560, CCM 8383, CIP 110362, CCUG 62186",1,"Lysinibacillus contaminans",positive
1521,"AMNH 732","DSM 2898, ATCC 7055, JCM 31033, NRS 350",1,"Lysinibacillus fusiformis",positive
1542,"1741-1b, SAG 1741-1b","DSM 54, ATCC 12905, LMG 18474",1,"Lysinibacillus macroides",variable
23761,Mn1-7,"DSM 26584, CCTCC AB 2012916",1,"Ureibacillus manganicus",positive
23756,4400831,"DSM 27596, CCUG 49529, CIP 108446, KCTC 13178",1,"Ureibacillus massiliensis",negative
22933,"G 4051","DSM 25057, LMG 26643, WS 4626",0,"Metasolibacillus meyeri",positive
1537,34hs-1,"DSM 18869, ATCC PTA-4993, CIP 108263, KCTC 3961, NBRC 100172, NRRL B-30641",1,"Lysinibacillus odysseyi",positive
