"The number of entries per field is limited to 10 for this overview. If you want the whole information you can use the API or the ""Download selection"" menu on the Webpage."

ID,designation_header,strain_number_header,is_type_strain_header,species,Enzyme,"Enzyme activity"
141036,DHON07,"CGMCC 1.15400, NBRC 111475",1,"Dyella mobilis",urease,+
17459,ATSB10,"DSM 25733, KACC 12756, LMG 24673",1,"Dyella thiooxydans",urease,+
140501,JL3085,"NBRC 111782, CGMCC 1.15407",1,"Echinicola rosea",urease,-
140384,001-Na2,"DSM 103729, KCTC 52495",1,"Echinicola sediminis",urease,-
133368,,"MEBiC 08714, KCTC 52052, JCM 31307",1,"Echinicola strongylocentroti",urease,-
140755,4G-K17,"CGMCC 1.15447, LMG 29212",1,"Edaphobacter acidisoli",urease,+
159869,4MSH08,"GDMCC 1.1317, KCTC 62475",1,"Edaphobacter bradus",urease,+
132350,DHF9,"DSM 29920, CGMCC 1.12997",1,"Edaphobacter dinghuensis",urease,-
158304,,"DSM 104462, SBC 68, VKM B-3208",1,"Edaphobacter lichenicola",urease,-
159870,HZ411,"GDMCC 1.1193, LMG 30085",1,"Edaphobacter flagellatus",urease,+
158741,1-116,"CCTCC AB 2017054, KCTC 52843",1,"Edaphobaculum flavum",urease,-
158404,"CEBAS 4A","DSM 104140, CCUG 70284",1,"Ellagibacter isourolithinifaciens",urease,-
133252,,"IMCC 1731, KCTC 52248, JCM 31373",1,"Emticicia fontis",urease,+
3783,GPTSA100-15,"DSM 17448, CIP 109782, MTCC 6937",1,"Emticicia oligotrophica",urease,+
140503,HMF3850,"CECT 9087, KCTC 42851",1,"Emticicia paludis",urease,-
140681,ZZ-4,"KCTC 52344, CCTCC AB 2016137",1,"Emticicia soli",urease,-
133290,,"YIC 4027, HAMBI 3655, LMG 29286",1,"Ensifer alkalisoli",urease,+
140805,,"LMG 29231, HAMBI 3645, CCBAU 23380",1,"Ensifer glycinis",urease,-
132404,"247, 247BMC, EB-247","DSM 29888, NCCB 100573",1,"Enterobacter bugandensis",urease,-
159819,,"GDMCC1.1217, CCTCC AB 2017104, KCTC 52994, WCHECl WCHECL1597",1,"Enterobacter sichuanensis",urease,-
5361,C27,"DSM 26408, CCM 7889, LMG 26214",1,"Enterococcus plantarum",urease,+
133150,,"VE80, JCM 31193, CCUG 68827",1,"Enterococcus saigonensis",urease,-
132143,,"DSM 102981, CCM 4629, CCUG 48799, LMG 26676",1,"Enterococcus ureilyticus",urease,+
158401,ResAG-96,"DSM 105130, JCM 32273",1,"Enteroscipio rubneri",urease,-
13843,MD5,"DSM 26470, CECT 7557, KCTC 23350",1,"Tritonibacter multivorans",urease,+
230,M1832/95/2,"CIP 106310, ATCC BAA 57, CCM 4939, DSM 15696, CCUG 38207",1,"Eremococcus coleocola",urease,+/-
140918,BSTT30,"LMG 28457, CECT 8692",1,"Erwinia endophytica",urease,-
140886,EM595,"LMG 28990, CCOS 903",1,"Erwinia gerundensis",urease,-
140758,RC-4-10-4,"CGMCC 1.15507, JCM 31277",1,"Erythrobacter arachoides",urease,-
17689,YUAN-3,"DSM 18485, CGMCC 1.5033, JCM 12961",1,"Ethanoligenens harbinense",urease,+
158624,,"KCCM 43264, JCM 32170, MEBiC 12267",1,"Euzebyella algicola",urease,-
133394,,"CCTCC AB 2014348, KCTC 42440, CY 01",1,"Euzebyella marina",urease,-
131261,S4,"DSM 100911, CGMCC 1.10977, JCM 17803",1,"Extensimonas vulgaris",urease,+
141117,A4,"KCTC 42507, CGMCC 1.15111",1,"Roseivirga thermotolerans",urease,-
5426,AzA,"DSM 3598, ATCC 33661, JCM 31501, NCIB 10446, NCIMB 10446",1,"Faecalicatena fissicatena",urease,-
2621,,"DSM 1287, ATCC 13619, ATCC 25750, JCM 1429, NCIB 10650",1,"Faecalicatena orotica",urease,-
140268,EGH7,"DSM 103426, JCM 30896",1,"Faecalimonas umbilicata",urease,-
1409,"CW 7","DSM 25281, CCTCC AB 207188, KCTC 13200, LMG 24451",1,"Falsibacillus pallidus",urease,-
3043,"ATCC BAA 55","DSM 15829, ATCC BAA 55, CCUG 38953, CIP 106431, KCTC 15240",1,"Fannyhessea vaginae",urease,-
141069,IEB3,"JCM 30817, NCIMB 14984",1,"Fermentibacillus polygoni",urease,-
133937,CBA4601,"KACC 16695, KCTC 32029, JCM 18401",1,"Ferrimonas pelagia",urease,+
133514,HU1-GD23,"KCTC 22306, LMG 4312",1,"Ferruginibacter alkalilentus",urease,+
133515,HU1-HG42,"KCTC 22305, LMG 24324",1,"Ferruginibacter lapsinanis",urease,+
158767,GDSW-R2A3,"VTCC-B-910015, CCM 8782",1,"Fictibacillus aquaticus",urease,+
23766,Ca7,"DSM 26093, CCM 8426, LMG 27063",1,"Fictibacillus phosphorivorans",urease,+
17763,YT21,"DSM 21054, NBRC 104114",1,"Filimonas lacunae",urease,+
132574,"CGMCC 1.15290","DSM 100760, 772",1,"Filimonas zeae",urease,-
132355,SMR-C,"DSM 100392, JCM 19453",1,"Filobacterium rodentium",urease,+
133340,,"SP5, LMG 29572, VKM B-3045",1,"Fimbriiglobus ruber",urease,-
5744,A11,"DSM 22638, KCTC 22665",1,"Muricauda flava",urease,+
140292,AW305,"DSM 100282, LMG 29416",1,"Flaviaesturariibacter luteus",urease,-
140957,HY03,"KCTC 52511, JCM 31723",1,"Flaviaesturariibacter terrae",urease,-
133189,,"CJ663, KACC 18874, JCM 31431",1,"Flavihumibacter sediminis",urease,+
140759,MBLN091,"KCTC 52527, JCM 31731",1,"Flavimarina flava",urease,-
159790,RB1R16,"CGMCC 1.16126, NBRC 113112",1,"Flavipsychrobacter stenotrophus",urease,-
158640,TX0661,"KACC 19145, KCTC 52779, NBRC 111784",1,"Flavisolibacter metallilatus",urease,-
140505,LCS9,"KCTC 42070, JCM 19972",1,"Flavisolibacter tropicus",urease,-
140550,AQ6-291,"CCTCC AB 2016109, KCTC 52491",1,"Flavitalea antarctica",urease,-
133146,,"KIS20-3, KACC 17319, JCM 19937",1,"Flavitalea soli",urease,-
159806,HYN0059,"KACC 19183, NBRC 112744",1,"Flavobacterium album",urease,-
158819,HR-AY,"KACC 19407, JCM 32264",1,"Flavobacterium alvei",urease,-
158535,KYPY10,"BCRC 81006, LMG 29727, KCTC 52443",1,"Flavobacterium amniphilum",urease,-
132986,TMd3a3,"DSM 100880, JCM 30987",1,"Flavobacterium aquicola",urease,-
133125,SM1502,"KCTC 42668, CCTCC AB 2015346",1,"Flavobacterium arcticum",urease,-
140760,A2-1,"CCTCC AB 2017157, KCTC 52644",1,"Flavobacterium ardleyense",urease,-
158661,SYP-B1015,"CGMCC 1.16115, KCTC 62025",1,"Flavobacterium artemisiae",urease,-
140858,TTM-43,"BCRC 80913, KCTC 42744, LMG 29004",1,"Flavobacterium brevivitae",urease,-
159750,,"P3160, LMG 30615, CCM 8826",1,"Flavobacterium chryseum",urease,-
158742,,"KCTC 52573, NBRC 112526, IMCC 26013",1,"Flavobacterium chuncheonense",urease,-
133366,,"wh15, CCTCC AB 2015420, JCM 31173",1,"Myroides cloacae",urease,-
133395,LPB0076,"KACC 18706, JCM 31219",1,"Flavobacterium crassostreae",urease,-
159807,HYN0056,"KACC 19182, NBRC 112743",1,"Flavobacterium crocinum",urease,-
158657,TH021,"LMG 29720, CGMCC 1.16325",1,"Flavobacterium cyanobacteriorum",urease,-
158744,MVW-23,"BCRC 80978, LMG 29558, KCTC 52234",1,"Flavobacterium dispersum",urease,-
133309,SA31,"KACC 18743, JCM 31221",1,"Flavobacterium eburneum",urease,-
159831,PSI-22,"BCRC 80973, LMG 29553, KCTC 52233",1,"Flavobacterium effusum",urease,-
140682,CB-3,"KEMB 9005-535, KACC 19112, NBRC 112704",1,"Flavobacterium flaviflagrans",urease,-
133319,EM1308,"KACC 18113, JCM 30144",1,"Flavobacterium gilvum",urease,-
140383,JM-222,"DSM 100397, CCM 8610, LMG 28821",1,"Flavobacterium gossypii",urease,-
5547,KW05,"DSM 17797, IAM 15099, JCM 21560, KCTC 12201, NBRC 102009",1,"Flavobacterium granuli",urease,+
158810,KTCe-4,"KACC 16613, JCM 18198",1,"Flavobacterium hankyongi",urease,+
5580,LQY-7,"DSM 22807, ACCC 05409, KCTC 23008",1,"Flavobacterium haoranii",urease,+
133360,THG-HG1.4,"KACC 18852, CCTCC AB 2016178",1,"Flavobacterium hibisci",urease,+
133310,,"KCTC 52244, JCM 31385, IMCC 27201",1,"Flavobacterium inkyongense",urease,+
158639,WV39,"KCTC 42908, CECT 9085",1,"Flavobacterium kingsejongi",urease,-
158799,,"KCTC 52571, NBRC 112883, IMCC 25901",1,"Flavobacterium lacicola",urease,-
133392,AHQ-46,"BCRC 80889, LMG 28710",1,"Flavobacterium lacunae",urease,-
133332,,"xz20, CCTCC AB 2015421, JCM 31174",1,"Flavobacterium luticocti",urease,-
159809,HYN0048,"KACC 19180, NBRC 112740",1,"Flavobacterium magnum",urease,-
158777,Brt-M,"KEMB 9005-692, KACC 19393, JCM 32171",1,"Flavobacterium naphthae",urease,-
133920,N1,"MTCC 11155, JCM 17678",1,"Flavobacterium nitratireducens",urease,+
133311,SP3,"CGMCC 1.12506, NBRC 109717",1,"Flavobacterium orientale",urease,-
159808,HYN0049,"KACC 19181, NBRC 112741",1,"Flavobacterium pallidum",urease,-
159751,,"P3922, LMG 30616, CCM 8827",1,"Flavobacterium psychroterrae",urease,-
140761,EA-12,"CGMCC 1.15345, NBRC 111769",1,"Flavobacterium quisquiliarum",urease,-
159810,TAPY6,"BCRC 81007, LMG 29728, KCTC 52444",1,"Flavobacterium riviphilum",urease,-
159816,,"KCTC 62132, JCM 32291, MEBiC 07310",1,"Flavobacterium sediminis",urease,-
140526,,"KCTC 52245, JCM 31384, IMCC 26223",1,"Flavobacterium soyangense",urease,-
141075,G16-7,"CGMCC 1.15461, KCTC 42947",1,"Flavobacterium suaedae",urease,-
133149,,"CUG 00004, CCTCC AB 2014151, KCTC 42876",1,"Flavobacterium terriphilum",urease,-
141070,"GB 56.1","TISTR 1612, KCTC 42679",1,"Flavobacterium tistrianum",urease,-
141064,THG-DN8.8,"KCTC 42726, CCTCC AB 2015295",1,"Flavobacterium tyrosinilyticum",urease,-
133702,DS-12,"CCM 7847, MTCC 10766",1,"Flavobacterium ummariense",urease,+
140502,TTM-46,"BCRC 80914, LMG 29005, KCTC 42745",1,"Flavobacterium verecundum",urease,-
5560,AT1042,"DSM 19727, CIP 109334, IMSNU 14048, JCM 12384, KCTC 12223",1,"Flavobacterium weaverense",urease,+
133330,,"MIB-4, BCRC 80926, LMG 29292, KCTC 33763",1,"Flectobacillus fontis",urease,-
133118,MVW-6,"BCRC 80975, LMG 29555, KCTC 33800",1,"Flectobacillus pallidus",urease,-
140492,,"KCTC 39536, CGMCC 1.15085, YIM 7505",1,"Flexivirga endophytica",urease,+
133644,"YIM D17","DSM 21935, ACCC 10716",1,"Fodinibius salinus",urease,+
17736,,"DSM 19247, JCM 14718, HKI 0501",1,"Fodinicola feengrottensis",urease,+
14023,"YIM D812","DSM 21160, CCTCC AA 208037",1,"Fodinicurvata fenggangensis",urease,+
14024,"YIM D82","DSM 21159, KCTC 22351",1,"Fodinicurvata sediminis",urease,+
131144,,"DSM 16476, KMM 3553",1,"Formosa algae",urease,+
133320,AHQ-12,"AHQ-12, BCRC 80690, LMG 27847, KCTC 32501, DSM 109231",1,"Formosimonas limnophila",urease,-
140267,AT2,"DSM 100451, CSUR P2014",1,"Fournierella massiliensis",urease,-
134058,JC2236,"KACC 16935, JCM 15585",1,"Fretibacter rubidus",urease,+
132580,4Q3S-3,"DSM 100723, CGMCC 4.7307",1,"Microlunatus kandeliicorticis",urease,-
12617,"A34_1, FA1","DSM 21741, NBRC 104963, KY 13132",1,"Friedmanniella luteola",urease,+
528,,"DSM 15513, ATCC BAA 666, KCTC 12091, CCUG 52903, CIP 108376, HTCC 2506",1,"Fulvimarina pelagi",urease,+
140312,RP51,"DSM 100235, CCM 8606, LMG 28778",1,"Galliscardovia ingluviei",urease,-
1757,594,"DSM 4944, ATCC 14018, CCUG 3717, NCTC 10915, NCTC 10287, LMG 7832, JCM 11026",1,"Gardnerella vaginalis",urease,-
140515,GYP-24,"KCTC 42903, MCCC 1K01730",1,"Gelatiniphilus marinus",urease,+
134132,IC162,"ACAM 1053, CIP 108532",1,"Gelidibacter salicanalis",urease,+
158276,RAM11,"DSM 29853, NCAIM B.02618",1,"Gellertiella hungarica",urease,-
1452,"DS1, R-35651","DSM 15726, LMG 23069, VKM B-2301",1,"Geobacillus jurassicus",urease,-
1419,R-35646,"DSM 22, ATCC 12980, CCM 2062, CCUG 26241, IAM 11062, LMG 6939, NBRC  12550, NBRC 12550, NCIMB 8923, NCTC 10339, VKM B-2231, IFO 12550, NCA 26",1,"Geobacillus stearothermophilus",urease,-
1422,178,"DSM 730, BGSC 93, IFO 15316, LMG 19007, NBRC 15316, R-35648, VKM B-1259",1,"Geobacillus thermocatenulatus",urease,-
1433,"LEH-1, R-35636","DSM 5366, ATCC 43513, VKM B-2230",1,"Geobacillus thermoleovorans",urease,-
1439,3S-1,"DSM 13174, CIP 106305",1,"Geobacillus vulcani",urease,-
141033,HF401,"KCTC 42595, MCCC 1H00119",1,"Geofilum rhodophaeum",urease,-
158396,"SYSU D8004","DSM 104473, CGMCC 1.15793, KCTC 39987",1,"Georgenia deserti",urease,-
1771,1A-C,"DSM 14418, CCM 4963",1,"Georgenia muralis",urease,+
23992,LEN33,"DSM 27944, JCM 18389, KACC 16707",0,"Gibbsiella dentisursi",urease,+
157587,NO3,"DSM 105629, LMG 30293",1,"Gilliamella apis",urease,-
134128,IC154,"ACAM 1061, CIP 108528",1,"Gillisia hiemivivida",urease,+
17899,,"DSM 19667, CGMCC 1.7008, QM 42",1,"Gilvimarinus chinensis",urease,+
133296,12-2,"DSM 102813, KCTC 52141, NBRC 111987",1,"Gilvimarinus japonicus",urease,+
140920,N1.38,"LMG 28868, CCOS 838",1,"Glaciimonas frigoris",urease,-
130507,,"DSM 100199, CIP 110539, LMG 27070",1,"Glaciimonas singularis",urease,+
179,M343/98/2,"DSM 15436, CCUG 41708, CIP 106873",1,"Gleimia coleocanis",urease,-
158370,SJ-25,"DSM 105121, CGMCC 4.7414",1,"Glycomyces dulcitolivorans",urease,-
5843,,"DSM 45002, JCM 16001, KCTC 19152, YIM 56134",1,"Glycomyces endophyticus",urease,+
5846,,"DSM 45304, CCTCC AA 208004, KCTC 19527, YIM 61331",1,"Glycomyces mayteni",urease,+
158319,NEAU-C11,"DSM 104646, CGMCC 4.7396",1,"Glycomyces rhizosphaerae",urease,-
5847,,"DSM 44968, KCTC 19158, YIM 56256",1,"Glycomyces scopariae",urease,+
133133,,"HKU50, CCOS 955, CIP 111027, NBRC 111234, NCCP 16210",1,"Gordonia hongkongensis",urease,-
10615,"IMMIB WWCC-22","DSM 45064, CCUG 53555, CIP 109612",1,"Gordonia malaquae",urease,+
141149,QH-11,"CICC 24107, KCTC 39933, DSM 108671",1,"Gordonia phthalatica",urease,-
10617,SD29,"DSM 45094, CGMCC 4.3492, JCM 13907",1,"Gordonia shandongensis",urease,+
2537,9a,"DSM 604, ATCC 7906, IMG 1642, KCTC 5404",1,"Clostridium acidurici",urease,-
2650,,"DSM 1384, ATCC 33906, WA 1",1,"Clostridium purinilyticum",urease,-
1469,"BH 097","DSM 19028, KCTC 13130",1,"Gracilibacillus bigeumensis",urease,-
158807,LA399,"CGMCC 1.16248, KCTC 52885",1,"Gracilimonas amylolytica",urease,-
24739,"YIM J14","DSM 21985, ACCC 10717",1,"Gracilimonas mengyeensis",urease,+
5718,UST040801-001,"DSM 23547, JCM 13192, NBRC 101534, NRRL B-41137",1,"Gramella portivictoriae",urease,+
80,CGDNIH1,"DSM 17861, ATCC BAA 1260",1,"Granulibacter bethesdensis",urease,+/-
138,TPB6028,"DSM 22516, LMG 25274, VKM B-2571",1,"Granulicella aggregans",urease,-
139,OB1010,"DSM 22464, LMG 25275",1,"Granulicella paludicola",urease,-
137,TPB6011,"DSM 21001, VKM B-2509",1,"Granulicella pectinivorans",urease,+
136,"T4, TPO-1014","DSM 18704, ATCC BAA 1396, TPO 1014",1,"Granulicella rosea",urease,-
12620,PG-02,"DSM 17626, ATCC BAA 1292, CIP 109593, JCM 15570, NBRC 107789",1,"Granulicoccus phenolivorans",urease,+
140804,96-237,"CECT 9029, KCTC 42960, LMG 29238",1,"Grimontia celer",urease,-
133745,RU-04,"KCTC 13809, JCM 17590",1,"Gryllotalpicola daejeonensis",urease,+
133747,RU-16,"KCTC 13810, JCM 17591",1,"Gryllotalpicola koreensis",urease,+
133746,PU-02,"KCTC 13808, JCM 17593",1,"Gryllotalpicola kribbensis",urease,+
1347,AD-6,"DSM 18198, CGMCC 1.3703, CIP 109013, JCM 12771",1,"Halobacillus aidingensis",urease,-
1355,FP5,"DSM 18525, ATCC BAA 1361",1,"Halobacillus alkaliphilus",urease,-
130201,NEAU-ST10-40,"DSM 25866, CGMCC 1.12153",1,"Halobacillus andaensis",urease,-
1348,D-8,"DSM 18199, CGMCC 1.3704, JCM 12772",1,"Halobacillus dabanensis",urease,-
1352,IGA7-4,"DSM 21559, IAM 15427, KCTC 13121, MBIC 08268",1,"Halobacillus faecis",urease,-
1327,3,"DSM 2266, ATCC 35676, NCIMB 2269",1,"Halobacillus halophilus",urease,-
1344,MA-2,"DSM 14948, CIP 108359, LMG 21515, X78",1,"Halobacillus karajensis",urease,-
1349,JS-Hb7,"DSM 18393, JCM 14155",1,"Halobacillus kuroshimensis",urease,-
1343,SL-4,"DSM 10405",1,"Halobacillus litoralis",urease,-
1353,MS10,"DSM 21335, CCM 7397, CECT 7206",1,"Halobacillus mangrovi",urease,-
1350,JS-Hb4,"DSM 18394, JCM 14154",1,"Halobacillus profundi",urease,-
1351,HSL-3,"DSM 18897, CIP 108052, JCM 11546, KCCM 41590",1,"Halobacillus salinus",urease,-
1356,,"DSM 21185, KCTC 13236, JSM 078133",1,"Halobacillus salsuginis",urease,-
1354,ISL-50,"DSM 22302, CCUG 54358, KCTC 13145",1,"Halobacillus seohaensis",urease,-
1342,SL-5,"DSM 10404",1,"Halobacillus trueperi",urease,-
1346,MSS-402,"DSM 17110, KCTC 3957",1,"Halobacillus yeomjeoni",urease,-
133813,,"KCTC 23578, CCUG 61920, CAU 1074",1,"Haloferula chungangensis",urease,+
133412,XJ16,"KCTC 42259, MCCC 1H00120, CICC 23817",1,"Halofilum ochraceum",urease,+
140276,56-L4-10aEn,"DSM 103354, CICC 11012s",1,"Halomonas alkalicola",urease,-
6056,LC6,"DSM 19434, CCUG 54844, LMG 24243",1,"Halomonas andesensis",urease,+
6043,FP35,"DSM 16096",1,"Halomonas anticariensis",urease,+
133780,NTU-107,"BCRC 17999, KCTC 22876, JCM 16084",1,"Halomonas beimenensis",urease,+
6067,SP4,"DSM 23438, CECT 7282, LMG 24145, SP4",1,"Halomonas cerina",urease,+
134359,DQD2-30,"CGMCC 1.6443, LMG 23896",1,"Halomonas daqingensis",urease,+
158800,MC28,"KCTC 52999, MCCC 1K03343",1,"Halomonas endophytica",urease,-
140921,JJ-M1,"KACC 18117, JCM 30151",1,"Halomonas garicola",urease,-
6054,SL014B-69,"DSM 23417, CGMCC 1.6133, LMG 23610",1,"Halomonas gudaonensis",urease,+
6060,XK1,"DSM 19633, CGMCC 1.6981",1,"Halomonas korlensis",urease,+
158781,YU-PRIM-29,"LMG 28855, CCM 8737",1,"Halomonas malpeensis",urease,-
6068,11S,"DSM 23437, CECT 7281, LMG 24185",1,"Halomonas nitroreducens",urease,+
134084,,"CGMCC 1.6774, JCM 14803, BC 7",1,"Halomonas salifodinae",urease,+
158650,LCB169,"CGMCC 1.15818, KCTC 52618",1,"Halomonas saliphila",urease,-
6055,SL014B-85,"DSM 23416, CGMCC 1.6444, LMG 23897",1,"Halomonas shengliensis",urease,+
6075,S18214,"DSM 21198, KCTC 22148",1,"Halomonas stevensii",urease,+
6059,ZG16,"DSM 23550, CGMCC 1.6495, JCM 14608, LMG 23977",1,"Halomonas subterranea",urease,+
140845,BZ-SZ-XY27,"JCM 30202, CGMCC 1.12917, DSM 29014",1,"Halomonas urumqiensis",urease,-
133645,A-1,"CGMCC 1.6848, JCM 14849",1,"Halomonas xianhensis",urease,+
133244,,"SR-441, JCM 19583, KCTC 4248",1,"Halopiger thermotolerans",urease,-
158747,SP28,"JCM 31424, KCCM 43210",1,"Haloplanus salinarum",urease,-
133308,SB9,"JCM 19565, CGMCC 1.14959",1,"Haloprofundus marisrubri",urease,-
158600,SAH-A6,"KCCM 43215, JCM 31519",1,"Halorubrum aethiopicum",urease,-
141136,,"CECT 8745, IBRC-M 10233, CB Cb34",1,"Halorubrum halodurans",urease,-
141118,DC8,"IBRC-M 10911, CECT 8793",1,"Halosiccatus urmianus",urease,-
141067,CBA1114,"JCM 30111, KCTC 4206",1,"Halostella salina",urease,-
134166,EJ-46,"CGMCC 1.4248, CECT 7098",1,"Halovivax asiaticus",urease,+
132477,"YIM C0533","DSM 100517, CGMCC 4.7289, CPCC 204160, KCTC 39591",1,"Hamadaea flava",urease,-
24180,PG04,"DSM 25481, ACCC 05759",1,"Hansschlegelia beijingensis",urease,+
7229,"S 113","DSM 18984, CCTCC AB 206143, KCTC 12880",1,"Hansschlegelia zhihuaiae",urease,+
133200,,"LIP-5, CCTCC AB 2015365, KCTC 42956",1,"Haoranjiania flava",urease,-
3920,"6401990, CSUR P17","DSM 23040, CCUG 53859, CIP 109418, CSUR P17",1,"Helcobacillus massiliensis",urease,+
141061,"A 19","DSM 28990, LMG 28471",1,"Helicobacter apri",urease,-
134274,M50,"LMG 23839, CCUG 53816",1,"Helicobacter baculiformis",urease,+
134160,JKM4,"LMG 23188",1,"Helicobacter cynogastricus",urease,+
6110,ASB3,"DSM 23983",0,"Helicobacter heilmannii",urease,+
6102,"RPH 13487","CCUG 15815, LMG 7540, CIP 103995, DSM 21031, ATCC 43504, CCUG 17874, DSM 4867, LMG 7539, NCTC 11637",1,"Helicobacter pylori",urease,+
6109,HS1,"DSM 19735, LMG 23995",1,"Helicobacter suis",urease,+
140997,LA220,"CGMCC 1.15928, KCTC 52577",1,"Henriciella pelagia",urease,-
11369,,"DSM 21191, ATCC BAA 1628, KCTC 32019, IEH 4430",1,"Herbaspirillum aquaticum",urease,+
11366,CPW301,"DSM 17796, IAM 15024, JCM 21487, KCTC 12096, NBRC 102525, CCUG 52898",1,"Herbaspirillum chlorophenolicum",urease,+
159766,shQ-4,"CFCC 14641, KCTC 52804, LMG 52804",1,"Herbaspirillum piri",urease,-
11367,UMS-37,"DSM 21885, CIP 108917, KCTC 12558",1,"Herbaspirillum rhizosphaerae",urease,+
16509,,"DSM 45214, BCC 49353, CCTCC AA 208019, JCM 16900, NBRC 106571, TBRC 193, YIM 65070",0,"Herbidospora cretacea",urease,+
24261,,"DSM 28178, CCM 7991, CCUG 53591",1,"Herminiimonas contaminans",urease,+
17982,,"DSM 15118, JCM 13267, GPC 589",1,"Howardella ureilytica",urease,+
17886,"OFN S31","DSM 45258, CIP 109864, NBRC 109631",1,"Hoyosella altamirensis",urease,+
132659,J12GA03,"DSM 101985, CGMCC 1.15478",1,"Hoyosella rhizosphaerae",urease,+
133246,,"LIP-1, CCTCC AB 2015422, KCTC 39698",1,"Huakuichenia soli",urease,-
7498,SC-083,"DSM 18994, CCUG 54538, LMG 23996",1,"Humibacter albus",urease,+
133102,CC-YTH161,"BCRC 80936, JCM 31199",1,"Humibacter aquilariae",urease,-
140819,R1-20,"KCTC 39614, JCM 31015",1,"Humibacter soli",urease,-
23513,W37,"DSM 24525, CIP 110261, LMG 26243",1,"Humitalea rosea",urease,+
140762,LPB0072,"KACC 18705, JCM 31188",1,"Hydrogenophaga crassostreae",urease,-
140763,S10,"KCTC 52520, JCM 31711",1,"Hydrogenophaga soli",urease,-
2968,2K1,"DSM 2082, ATCC 49743, CCUG 15921, LMG 7170",1,"Hydrogenophaga taeniospiralis",urease,+
133120,16F3P,"KCTC 52194, JCM 31653",1,"Hymenobacter aquaticus",urease,-
159697,HMF3095,"KCTC 52398, NBRC 112669",1,"Hymenobacter aquatilis",urease,-
159882,DK6-66,"CGMCC 1.15795, KCTC 52629",1,"Hymenobacter bucti",urease,-
140596,,"LMG 29441, P5239, CCM 8649",1,"Hymenobacter coccineus",urease,-
133822,,"KCTC 23674, JCM 17841, DCY 57",1,"Hymenobacter ginsengisoli",urease,+
140598,,"LMG 29440, P5086, CCM 8648",1,"Hymenobacter glacialis",urease,-
158673,ANT-18,"BCRC 80966, LMG 29477, KCTC 52166",1,"Hymenobacter gummosus",urease,-
140597,,"P3150, LMG 29435, CCM 8643",1,"Hymenobacter lapidarius",urease,-
140836,KJ035,"KCTC 42854, CECT 9069",1,"Hymenobacter marinus",urease,+
140922,XF-6R,"KCTC 42733, CCTCC AB 2015206",1,"Hymenobacter monticola",urease,-
140680,LYH-12,"BCRC 80919, LMG 29171, KCTC 42898",1,"Hymenobacter pallidus",urease,-
140889,KBP-30,"LMG 27293, KCTC 32237",1,"Hymenobacter paludis",urease,+
158705,TAPP3,"BCRC 80979, LMG 29559, KCTC 52236",1,"Hymenobacter rivuli",urease,-
158615,NY03-3-30,"CCTCC AB 2017095, KCTC 62163",1,"Hymenobacter rubripertinctus",urease,-
159745,S1-2-2-6,"KCTC 52736, JCM 32196",1,"Hymenobacter rufus",urease,-
133390,K2-33028,"CCTCC AB 2016091, KCTC 52447",1,"Hymenobacter rutilus",urease,-
133364,16F7G,"KCTC 52197, JCM 31655",1,"Hymenobacter seoulensis",urease,-
159821,2ED5,"CGMCC 1.16466, JCM 32612",1,"Hyphobacterium indicum",urease,-
133333,,"FA042, KCTC 42398, MCCC 1H00110",1,"Hyunsoonleella rubra",urease,-
141120,KBP-31,"BCRC 80524, KCTC 32238",1,"Ideonella paludis",urease,-
159851,UAE-HKU57,"CCOS 1165, NBRC 113042",1,"Ignatzschineria cameli",urease,-
235,1607-97,"DSM 15695, ATCC 700630, CCUG 37658, CIP 105896",1,"Ignavigranum ruoffiae",urease,+
140269,NYU-BL-A3,"DSM 103668, ATCC TSD-63",1,"Ileibacterium valens",urease,-
133093,TR3.2,"DSM 103040, ATCC TSD-58",1,"Immundisolibacter cernigliae",urease,-
5746,K1,"DSM 24931, JCM 17677, MTCC 11055",1,"Imtechella halotolerans",urease,+
158434,,"DSM 105146, CGMCC 1.15812, SCSIO 08040",1,"Indioceanicola profundi",urease,+
6246,Q5-1,"DSM 25801, CCTCC Aa 2010019, CGMCC 1.10750, KCTC 19811, NRRL B-59521",1,"Intrasporangium chromatireducens",urease,+
133277,,"C-3, JCM 17843, LMG 28660",1,"Iodidimonas muriae",urease,-
12583,MX5,"DSM 10177, ATCC BAA 303, CIP 109082, JCM 11754",1,"Isoptericola variabilis",urease,-
13667,H1-M8,"DSM 19073, KACC 11609",1,"Jannaschia pohangensis",urease,+
1511,YKJ-13,"DSM 18867, CIP 107405, JCM 10872, KCCM 80002",1,"Jeotgalibacillus alimentarius",urease,-
133266,,"JC303, KCTC 33662, LMG 28756",1,"Jeotgalibacillus alkaliphilus",urease,-
159771,22-7,"MCCC 1H00228, KCTC 33930",1,"Jeotgalibacillus proteolyticus",urease,-
1514,P9,"DSM 23228, LMG 25523",1,"Jeotgalibacillus soli",urease,+
130206,,"DSM 22174, KCTC 13528, JSM 081008",1,"Jeotgalibacillus terrae",urease,+
132617,140805-STR-02,"DSM 102815, CCM 8667, LMG 29445",1,"Jeotgalicoccus schoeneichii",urease,-
17821,,"DSM 44835, CCTCC AA 204001, KCTC 19044, YIM 002",1,"Jiangella gansuensis",urease,+
159791,"PLAI 1-1","NBRC 113144, TBRC 7644",1,"Micromonospora zingiberis",urease,-
